job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_ratio
Data Engineer,Full-Time,Senior,194595,United States Dollar,United States,194595,United States,Medium,2023,
Data Engineer,Full-Time,Senior,158000,United States Dollar,United States,158000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,240500,United States Dollar,United States,240500,United States,Large,2023,
Data Engineer,Full-Time,Senior,123700,United States Dollar,United States,123700,United States,Large,2023,
Data Scientist,Full-Time,Senior,212800,United States Dollar,United States,212800,United States,Large,2023,
Data Scientist,Full-Time,Senior,111600,United States Dollar,United States,111600,United States,Large,2023,
Research Engineer,Full-Time,Mid,257400,United States Dollar,United States,257400,United States,Medium,2023,
Research Engineer,Full-Time,Mid,193500,United States Dollar,United States,193500,United States,Medium,2023,
ML Engineer,Full-Time,Senior,305000,United States Dollar,United States,305000,United States,Medium,2023,
ML Engineer,Full-Time,Senior,245000,United States Dollar,United States,245000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,205485,United States Dollar,United States,205485,United States,Medium,2023,
Data Scientist,Full-Time,Senior,156560,United States Dollar,United States,156560,United States,Medium,2023,
Data Analyst,Full-Time,Senior,168000,United States Dollar,United States,168000,United States,Large,2023,
Data Analyst,Full-Time,Senior,78400,United States Dollar,United States,78400,United States,Large,2023,
Machine Learning Engineer,Full-Time,Senior,260000,United States Dollar,United States,260000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,175000,United States Dollar,United States,175000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,130002,United States Dollar,United States,130002,United States,Medium,2023,
Data Engineer,Full-Time,Executive,71908,United States Dollar,United States,71908,United States,Medium,2023,
Data Analyst,Full-Time,Senior,212000,United States Dollar,United States,212000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,132000,United States Dollar,United States,132000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,177000,United States Dollar,United States,177000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,110000,United States Dollar,United States,110000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,164000,United States Dollar,United States,164000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,248100,United States Dollar,United States,248100,United States,Medium,2023,
Research Scientist,Full-Time,Senior,145900,United States Dollar,United States,145900,United States,Medium,2023,
Data Analyst,Full-Time,Senior,148000,United States Dollar,United States,148000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,92000,United States Dollar,United States,92000,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,248100,United States Dollar,United States,248100,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,145900,United States Dollar,United States,145900,United States,Medium,2023,
Data Lead,Full-Time,Senior,155000,United States Dollar,United States,155000,United States,Medium,2023,
Data Lead,Full-Time,Senior,38000,United States Dollar,United States,38000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,218000,United States Dollar,United States,218000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,115000,United States Dollar,United States,115000,United States,Medium,2023,
Data Strategist,Full-Time,Senior,104000,United States Dollar,United States,104000,United States,Medium,2023,
Data Strategist,Full-Time,Senior,86000,United States Dollar,United States,86000,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,235400,United States Dollar,United States,235400,United States,Medium,2023,
Analytics Engineer,Full-Time,Senior,108320,United States Dollar,United States,108320,United States,Medium,2023,
Data Quality Analyst,Full-Time,Senior,95000,United States Dollar,United States,95000,United States,Medium,2023,
Data Quality Analyst,Full-Time,Senior,82000,United States Dollar,United States,82000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,152375,United States Dollar,United States,152375,United States,Medium,2023,
Data Engineer,Full-Time,Senior,94000,United States Dollar,United States,94000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,115934,United States Dollar,United States,115934,United States,Medium,2023,
Data Analyst,Full-Time,Senior,81666,United States Dollar,United States,81666,United States,Medium,2023,
Data Analyst,Full-Time,Mid,79000,United States Dollar,United States,79000,United States,Medium,2023,
Research Scientist,Full-Time,Senior,273400,United States Dollar,United States,273400,United States,Medium,2023,
Research Scientist,Full-Time,Senior,182200,United States Dollar,United States,182200,United States,Medium,2023,
Data Analyst,Full-Time,Mid,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,112000,United States Dollar,United States,112000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,285000,United States Dollar,United States,285000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,154000,United States Dollar,United States,154000,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,220000,United States Dollar,United States,220000,United States,Medium,2023,
Applied Scientist,Full-Time,Senior,170000,United States Dollar,United States,170000,United States,Medium,2023,
Data Engineer,Full-Time,Executive,174500,United States Dollar,United States,174500,United States,Medium,2023,
Data Engineer,Full-Time,Executive,113000,United States Dollar,United States,113000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,225000,United States Dollar,United States,225000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,200000,United States Dollar,United States,200000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,180000,United States Dollar,United States,180000,United States,Medium,2023,
Applied Scientist,Full-Time,Mid,250000,United States Dollar,United States,250000,United States,Medium,2023,
Applied Scientist,Full-Time,Mid,125000,United States Dollar,United States,125000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,90000,United States Dollar,United States,90000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,275000,United States Dollar,United States,275000,United States,Medium,2023,
Research Scientist,Full-Time,Mid,200000,United States Dollar,United States,200000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,258800,United States Dollar,United Kingdom,258800,United Kingdom,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,199200,United States Dollar,United Kingdom,199200,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,177000,United States Dollar,United Kingdom,177000,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,136000,United States Dollar,United Kingdom,136000,United Kingdom,Medium,2023,
Data Analyst,Full-Time,Mid,80000,United States Dollar,United States,80000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,115000,United States Dollar,United States,115000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,75000,United States Dollar,United States,75000,United States,Medium,2023,
Data Analyst,Full-Time,Senior,138860,United States Dollar,United States,138860,United States,Medium,2023,
Data Analyst,Full-Time,Senior,122720,United States Dollar,United States,122720,United States,Medium,2023,
Data Engineer,Full-Time,Senior,231500,United States Dollar,United States,231500,United States,Medium,2023,
Data Engineer,Full-Time,Senior,118000,United States Dollar,United States,118000,United States,Medium,2023,
Data Scientist,Full-Time,Executive,299500,United States Dollar,United States,299500,United States,Medium,2023,
Data Scientist,Full-Time,Executive,249600,United States Dollar,United States,249600,United States,Medium,2023,
Business Intelligence Engineer,Full-Time,Senior,185000,United States Dollar,United States,185000,United States,Large,2023,
Business Intelligence Engineer,Full-Time,Senior,79600,United States Dollar,United States,79600,United States,Large,2023,
Data Analyst,Full-Time,Mid,866000,Philippine Peso,Philippines,15680,Philippines,Large,2023,
Data Engineer,Full-Time,Mid,120000,United States Dollar,United States,120000,United States,Medium,2023,
Data Engineer,Full-Time,Mid,110000,United States Dollar,United States,110000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,100000,United States Dollar,United States,100000,United States,Medium,2023,
Data Analyst,Full-Time,Mid,75000,United States Dollar,United States,75000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,297000,United States Dollar,United States,297000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,138000,United States Dollar,United States,138000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,135000,United States Dollar,United States,135000,United States,Medium,2023,
Data Scientist,Full-Time,Mid,105000,United States Dollar,United States,105000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,267100,United States Dollar,United States,267100,United States,Medium,2023,
Data Scientist,Full-Time,Senior,167200,United States Dollar,United States,167200,United States,Medium,2023,
Data Scientist,Full-Time,Senior,202000,United States Dollar,United States,202000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,174350,United States Dollar,United States,174350,United States,Medium,2023,
Data Engineer,Full-Time,Senior,126800,United States Dollar,United States,126800,United States,Medium,2023,
Data Architect,Full-Time,Senior,188500,United States Dollar,United States,188500,United States,Medium,2023,
Data Architect,Full-Time,Senior,117000,United States Dollar,United States,117000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,150931,United States Dollar,United States,150931,United States,Medium,2023,
Data Scientist,Full-Time,Senior,143250,United States Dollar,United States,143250,United States,Medium,2023,
AI Architect,Full-Time,Senior,330000,United States Dollar,United States,330000,United States,Medium,2023,
AI Architect,Full-Time,Senior,204000,United States Dollar,United States,204000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,200000,United States Dollar,United States,200000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,160000,United States Dollar,United States,160000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,205600,United States Dollar,United States,205600,United States,Large,2023,
Data Engineer,Full-Time,Senior,105700,United States Dollar,United States,105700,United States,Large,2023,
Machine Learning Engineer,Full-Time,Senior,324000,United States Dollar,United States,324000,United States,Medium,2023,
Machine Learning Engineer,Full-Time,Senior,159000,United States Dollar,United States,159000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,231000,United States Dollar,United States,231000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,157250,United States Dollar,United States,157250,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,240000,United States Dollar,United States,240000,United States,Medium,2023,
Machine Learning Scientist,Full-Time,Senior,157250,United States Dollar,United States,157250,United States,Medium,2023,
Data Engineer,Full-Time,Senior,232000,United States Dollar,United States,232000,United States,Medium,2023,
Data Engineer,Full-Time,Senior,108000,United States Dollar,United States,108000,United States,Medium,2023,
Data Scientist,Full-Time,Senior,277300,United States Dollar,United Kingdom,277300,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,213300,United States Dollar,United Kingdom,213300,United Kingdom,Medium,2023,
Data Scientist,Full-Time,Senior,180000,United States Dollar,United States,180000,United States,Medium,2023,
