unit_of_measure,sex,sex_1,geo,geopolitical_entity_reporting,time_period,obs_value
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2020,1558.3
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2021,1711.0
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2022,1775.7
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2023,1904.5
THOUSAND PERSONS,F,FEMALES,EU27_2020,EUROPEAN UNION - 27 COUNTRIES (FROM 2020),2024,2006.4
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2004,29.8
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2005,32.6
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2006,31.7
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2007,33.0
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2008,33.5
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2009,33.5
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2010,33.4
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2011,27.0
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2012,30.3
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2013,32.3
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2014,31.8
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2015,34.7
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2016,33.8
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2017,33.9
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2018,33.7
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2019,36.8
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2020,44.7
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2021,45.0
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2022,47.2
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2023,44.6
THOUSAND PERSONS,F,FEMALES,FI,FINLAND,2024,45.6
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2004,229.7
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2005,211.3
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2006,230.8
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2007,211.5
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2008,216.2
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2009,232.1
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2010,232.2
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2011,136.3
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2012,137.4
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2013,149.7
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2014,143.9
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2015,143.7
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2016,170.6
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2017,187.9
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2018,204.2
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2019,222.9
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2020,244.5
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2021,258.8
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2022,231.1
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2023,271.5
THOUSAND PERSONS,F,FEMALES,FR,FRANCE,2024,269.9
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2004,5.9
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2005,6.2
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2006,8.1
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2007,6.8
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2008,9.0
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2009,8.5
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2010,8.8
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2011,5.5
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2012,6.6
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2013,7.5
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2014,6.3
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2015,7.2
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2016,7.3
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2017,7.7
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2018,10.1
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2019,11.5
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2020,11.6
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2021,12.6
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2022,8.8
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2023,12.4
THOUSAND PERSONS,F,FEMALES,HR,CROATIA,2024,18.1
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2004,66.1
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2005,61.5
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2006,55.9
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2007,55.0
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2008,57.7
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2009,57.1
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2010,61.9
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2011,9.7
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2012,13.4
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2013,14.3
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2014,16.8
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2015,18.5
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2016,20.9
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2017,14.3
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2018,14.1
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2019,16.0
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2020,20.4
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2021,24.6
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2022,25.9
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2023,30.4
THOUSAND PERSONS,F,FEMALES,HU,HUNGARY,2024,32.0
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2004,24.5
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2005,23.2
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2006,24.2
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2007,25.4
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2008,25.0
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2009,25.0
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2010,24.4
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2011,21.6
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2012,20.7
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2013,21.4
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2014,20.0
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2015,19.2
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2016,22.5
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2017,23.0
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2018,20.0
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2019,24.2
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2020,26.7
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2021,31.2
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2022,35.7
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2023,40.6
THOUSAND PERSONS,F,FEMALES,IE,IRELAND,2024,42.3
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2011,1.0
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2012,1.1
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2013,1.2
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2014,1.5
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2015,1.9
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2016,1.9
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2017,1.6
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2018,1.5
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2019,1.7
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2020,1.9
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2021,1.9
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2022,1.8
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2023,1.9
THOUSAND PERSONS,F,FEMALES,IS,ICELAND,2024,1.8
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2004,116.8
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2005,117.0
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2006,127.9
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2007,125.4
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2008,124.9
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2009,127.6
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2010,119.9
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2011,99.8
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2012,114.9
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2013,103.5
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2014,103.6
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2015,108.7
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2016,117.6
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2017,124.7
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2018,123.1
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2019,123.5
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2020,127.8
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2021,136.7
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2022,143.4
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2023,152.3
THOUSAND PERSONS,F,FEMALES,IT,ITALY,2024,161.9
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2004,10.0
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2005,7.9
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2007,7.4
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2008,12.3
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2009,8.6
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2010,7.4
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2011,4.5
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2012,5.7
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2013,4.2
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2014,3.9
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2015,5.8
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2016,8.6
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2017,9.6
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2018,9.7
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2019,10.2
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2020,10.6
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2021,12.4
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2022,14.2
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2023,14.1
THOUSAND PERSONS,F,FEMALES,LT,LITHUANIA,2024,14.1
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2004,1.0
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2005,2.0
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2006,0.8
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2007,1.2
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2008,0.8
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2009,1.5
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2010,1.4
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2011,1.2
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2012,1.2
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2013,1.4
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2014,1.5
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2015,1.8
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2016,1.7
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2017,1.6
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2018,2.3
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2019,2.8
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2020,3.7
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2021,4.0
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2022,5.0
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2023,5.9
THOUSAND PERSONS,F,FEMALES,LU,LUXEMBOURG,2024,4.5
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2004,8.8
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2005,13.3
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2006,8.3
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2007,8.1
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2008,8.8
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2009,7.3
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2010,7.0
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2011,5.3
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2012,4.2
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2013,5.1
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2014,5.9
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2015,6.8
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2016,6.5
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2017,6.5
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2018,4.7
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2019,6.8
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2020,7.6
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2021,7.4
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2022,9.0
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2023,9.4
THOUSAND PERSONS,F,FEMALES,LV,LATVIA,2024,11.6
THOUSAND PERSONS,F,FEMALES,ME,MONTENEGRO,2012,1.3
THOUSAND PERSONS,F,FEMALES,ME,MONTENEGRO,2013,1.2
THOUSAND PERSONS,F,FEMALES,ME,MONTENEGRO,2017,1.7
THOUSAND PERSONS,F,FEMALES,ME,MONTENEGRO,2018,1.3
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2011,2.1
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2012,2.1
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2013,2.5
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2014,3.1
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2015,2.8
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2016,3.6
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2017,3.3
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2018,3.0
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2019,3.8
THOUSAND PERSONS,F,FEMALES,MK,NORTH MACEDONIA,2020,4.3
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2005,1.3
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2006,1.7
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2007,2.1
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2008,1.9
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2009,1.8
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2010,2.2
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2011,1.0
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2012,0.6
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2013,0.8
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2014,1.0
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2015,1.3
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2016,1.0
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2017,1.0
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2018,2.1
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2019,1.3
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2020,1.2
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2021,2.8
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2022,2.6
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2023,1.9
THOUSAND PERSONS,F,FEMALES,MT,MALTA,2024,2.5
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2004,44.7
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2005,42.2
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2006,46.9
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2007,45.9
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2008,49.2
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2009,48.6
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2010,47.8
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2011,48.8
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2012,49.4
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2013,55.4
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2014,52.0
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2015,57.5
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2016,64.3
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2017,70.6
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2018,74.5
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2019,87.2
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2020,92.9
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2021,108.8
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2022,133.1
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2023,127.1
THOUSAND PERSONS,F,FEMALES,NL,NETHERLANDS,2024,128.3
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2011,18.4
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2012,18.3
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2013,18.9
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2014,19.7
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2015,22.2
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2016,19.3
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2017,22.8
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2018,27.0
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2019,26.0
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2020,26.4
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2021,28.6
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2022,29.2
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2023,33.4
THOUSAND PERSONS,F,FEMALES,NO,NORWAY,2024,34.0
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2004,110.0
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2005,113.4
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2006,128.8
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2007,138.2
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2008,143.8
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2009,151.9
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2010,140.5
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2011,50.5
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2012,63.4
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2013,58.1
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2014,58.2
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2015,57.9
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2016,63.2
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2017,67.1
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2018,68.0
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2019,79.1
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2020,90.4
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2021,97.6
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2022,107.9
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2023,142.1
THOUSAND PERSONS,F,FEMALES,PL,POLAND,2024,134.7
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2004,33.5
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2005,29.0
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2006,29.9
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2007,33.8
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2008,27.4
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2009,35.5
THOUSAND PERSONS,F,FEMALES,PT,PORTUGAL,2010,40.6
