unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,Geopolitical entity (reporting)
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2023-Q1,7.8,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2023-Q2,7.8,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2023-Q3,8.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2023-Q4,8.0,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2024-Q1,8.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2024-Q2,8.4,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2024-Q3,7.7,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2024-Q4,7.6,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2025-Q1,7.5,Italy
PERCENTAGE,IT,PROVINCIA AUTONOMA DI TRENTO,2025-Q2,8.6,Italy
PERCENTAGE,IT,VENETO,2019-Q4,10.6,Italy
PERCENTAGE,IT,VENETO,2020-Q1,10.7,Italy
PERCENTAGE,IT,VENETO,2020-Q2,10.5,Italy
PERCENTAGE,IT,VENETO,2020-Q3,10.2,Italy
PERCENTAGE,IT,VENETO,2020-Q4,9.6,Italy
PERCENTAGE,IT,VENETO,2021-Q1,9.3,Italy
PERCENTAGE,IT,VENETO,2021-Q2,8.9,Italy
PERCENTAGE,IT,VENETO,2021-Q3,8.4,Italy
PERCENTAGE,IT,VENETO,2021-Q4,7.8,Italy
PERCENTAGE,IT,VENETO,2022-Q1,7.3,Italy
PERCENTAGE,IT,VENETO,2022-Q2,7.0,Italy
PERCENTAGE,IT,VENETO,2022-Q3,7.1,Italy
PERCENTAGE,IT,VENETO,2022-Q4,7.2,Italy
PERCENTAGE,IT,VENETO,2023-Q1,7.0,Italy
PERCENTAGE,IT,VENETO,2023-Q2,7.0,Italy
PERCENTAGE,IT,VENETO,2023-Q3,6.9,Italy
PERCENTAGE,IT,VENETO,2023-Q4,6.8,Italy
PERCENTAGE,IT,VENETO,2024-Q1,6.6,Italy
PERCENTAGE,IT,VENETO,2024-Q2,6.1,Italy
PERCENTAGE,IT,VENETO,2024-Q3,5.5,Italy
PERCENTAGE,IT,VENETO,2024-Q4,5.1,Italy
PERCENTAGE,IT,VENETO,2025-Q1,5.3,Italy
PERCENTAGE,IT,VENETO,2025-Q2,6.6,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2019-Q4,7.9,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2020-Q1,8.5,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2020-Q2,8.6,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2020-Q3,8.5,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2020-Q4,8.4,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2021-Q1,8.6,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2021-Q2,8.1,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2021-Q3,7.7,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2021-Q4,7.2,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2022-Q1,6.7,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2022-Q2,6.8,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2022-Q3,6.9,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2022-Q4,6.7,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2023-Q1,6.4,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2023-Q2,6.1,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2023-Q3,6.0,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2023-Q4,5.9,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2024-Q1,6.1,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2024-Q2,5.9,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2024-Q3,5.5,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2024-Q4,5.4,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2025-Q1,5.7,Italy
PERCENTAGE,IT,FRIULI-VENEZIA GIULIA,2025-Q2,8.0,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2019-Q4,10.6,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2020-Q1,10.8,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2020-Q2,10.6,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2020-Q3,10.5,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2020-Q4,10.5,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2021-Q1,10.1,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2021-Q2,9.5,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2021-Q3,8.9,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2021-Q4,7.6,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2022-Q1,7.1,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2022-Q2,6.8,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2022-Q3,6.9,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2022-Q4,7.0,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2023-Q1,6.9,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2023-Q2,6.9,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2023-Q3,7.0,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2023-Q4,7.1,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2024-Q1,7.5,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2024-Q2,7.6,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2024-Q3,7.2,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2024-Q4,7.0,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2025-Q1,6.6,Italy
PERCENTAGE,IT,EMILIA-ROMAGNA,2025-Q2,7.9,Italy
PERCENTAGE,IT,TOSCANA,2019-Q4,9.7,Italy
PERCENTAGE,IT,TOSCANA,2020-Q1,9.6,Italy
PERCENTAGE,IT,TOSCANA,2020-Q2,9.9,Italy
PERCENTAGE,IT,TOSCANA,2020-Q3,9.9,Italy
PERCENTAGE,IT,TOSCANA,2020-Q4,10.4,Italy
PERCENTAGE,IT,TOSCANA,2021-Q1,10.8,Italy
PERCENTAGE,IT,TOSCANA,2021-Q2,10.1,Italy
PERCENTAGE,IT,TOSCANA,2021-Q3,9.8,Italy
PERCENTAGE,IT,TOSCANA,2021-Q4,8.7,Italy
PERCENTAGE,IT,TOSCANA,2022-Q1,8.0,Italy
PERCENTAGE,IT,TOSCANA,2022-Q2,7.5,Italy
PERCENTAGE,IT,TOSCANA,2022-Q3,7.4,Italy
PERCENTAGE,IT,TOSCANA,2022-Q4,7.2,Italy
PERCENTAGE,IT,TOSCANA,2023-Q1,7.0,Italy
PERCENTAGE,IT,TOSCANA,2023-Q2,7.0,Italy
PERCENTAGE,IT,TOSCANA,2023-Q3,6.8,Italy
PERCENTAGE,IT,TOSCANA,2023-Q4,6.7,Italy
PERCENTAGE,IT,TOSCANA,2024-Q1,6.7,Italy
PERCENTAGE,IT,TOSCANA,2024-Q2,6.5,Italy
PERCENTAGE,IT,TOSCANA,2024-Q3,6.3,Italy
PERCENTAGE,IT,TOSCANA,2024-Q4,5.8,Italy
PERCENTAGE,IT,TOSCANA,2025-Q1,5.8,Italy
PERCENTAGE,IT,TOSCANA,2025-Q2,8.3,Italy
PERCENTAGE,IT,UMBRIA,2019-Q4,3.8,Italy
PERCENTAGE,IT,UMBRIA,2020-Q1,7.2,Italy
PERCENTAGE,IT,UMBRIA,2020-Q2,4.2,Italy
PERCENTAGE,IT,UMBRIA,2020-Q3,7.3,Italy
PERCENTAGE,IT,UMBRIA,2020-Q4,7.5,Italy
PERCENTAGE,IT,UMBRIA,2021-Q1,7.6,Italy
PERCENTAGE,IT,UMBRIA,2021-Q2,3.8,Italy
PERCENTAGE,IT,UMBRIA,2021-Q3,7.2,Italy
PERCENTAGE,IT,UMBRIA,2021-Q4,6.9,Italy
PERCENTAGE,IT,UMBRIA,2022-Q1,6.2,Italy
PERCENTAGE,IT,UMBRIA,2022-Q2,6.2,Italy
PERCENTAGE,IT,UMBRIA,2022-Q3,6.1,Italy
PERCENTAGE,IT,UMBRIA,2022-Q4,6.1,Italy
PERCENTAGE,IT,UMBRIA,2023-Q1,5.8,Italy
PERCENTAGE,IT,UMBRIA,2023-Q2,5.8,Italy
PERCENTAGE,IT,UMBRIA,2023-Q3,5.6,Italy
PERCENTAGE,IT,UMBRIA,2023-Q4,5.4,Italy
PERCENTAGE,IT,UMBRIA,2024-Q1,5.3,Italy
PERCENTAGE,IT,UMBRIA,2024-Q2,4.9,Italy
PERCENTAGE,IT,UMBRIA,2024-Q3,5.1,Italy
PERCENTAGE,IT,UMBRIA,2024-Q4,4.9,Italy
PERCENTAGE,IT,UMBRIA,2025-Q1,5.0,Italy
PERCENTAGE,IT,UMBRIA,2025-Q2,8.0,Italy
PERCENTAGE,IT,MARCHE,2019-Q4,3.6,Italy
PERCENTAGE,IT,MARCHE,2020-Q1,7.2,Italy
PERCENTAGE,IT,MARCHE,2020-Q2,7.1,Italy
PERCENTAGE,IT,MARCHE,2020-Q3,6.9,Italy
PERCENTAGE,IT,MARCHE,2020-Q4,6.6,Italy
PERCENTAGE,IT,MARCHE,2021-Q1,6.8,Italy
PERCENTAGE,IT,MARCHE,2021-Q2,6.5,Italy
PERCENTAGE,IT,MARCHE,2021-Q3,6.3,Italy
PERCENTAGE,IT,MARCHE,2021-Q4,6.2,Italy
PERCENTAGE,IT,MARCHE,2022-Q1,5.5,Italy
PERCENTAGE,IT,MARCHE,2022-Q2,5.6,Italy
PERCENTAGE,IT,MARCHE,2022-Q3,5.4,Italy
PERCENTAGE,IT,MARCHE,2022-Q4,5.2,Italy
PERCENTAGE,IT,MARCHE,2023-Q1,5.0,Italy
PERCENTAGE,IT,MARCHE,2023-Q2,4.6,Italy
PERCENTAGE,IT,MARCHE,2023-Q3,4.5,Italy
PERCENTAGE,IT,MARCHE,2023-Q4,4.6,Italy
PERCENTAGE,IT,MARCHE,2024-Q1,4.4,Italy
PERCENTAGE,IT,MARCHE,2024-Q2,4.1,Italy
PERCENTAGE,IT,MARCHE,2024-Q3,3.7,Italy
PERCENTAGE,IT,MARCHE,2024-Q4,3.8,Italy
PERCENTAGE,IT,MARCHE,2025-Q1,4.4,Italy
PERCENTAGE,IT,MARCHE,2025-Q2,6.2,Italy
PERCENTAGE,IT,LAZIO,2019-Q4,18.3,Italy
PERCENTAGE,IT,LAZIO,2020-Q1,18.3,Italy
PERCENTAGE,IT,LAZIO,2020-Q2,18.7,Italy
PERCENTAGE,IT,LAZIO,2020-Q3,18.8,Italy
PERCENTAGE,IT,LAZIO,2020-Q4,19.5,Italy
PERCENTAGE,IT,LAZIO,2021-Q1,20.0,Italy
PERCENTAGE,IT,LAZIO,2021-Q2,19.3,Italy
PERCENTAGE,IT,LAZIO,2021-Q3,19.0,Italy
PERCENTAGE,IT,LAZIO,2021-Q4,17.6,Italy
PERCENTAGE,IT,LAZIO,2022-Q1,16.5,Italy
PERCENTAGE,IT,LAZIO,2022-Q2,16.0,Italy
PERCENTAGE,IT,LAZIO,2022-Q3,15.5,Italy
PERCENTAGE,IT,LAZIO,2022-Q4,14.8,Italy
PERCENTAGE,IT,LAZIO,2023-Q1,13.5,Italy
PERCENTAGE,IT,LAZIO,2023-Q2,12.7,Italy
PERCENTAGE,IT,LAZIO,2023-Q3,12.4,Italy
PERCENTAGE,IT,LAZIO,2023-Q4,12.3,Italy
PERCENTAGE,IT,LAZIO,2024-Q1,12.3,Italy
PERCENTAGE,IT,LAZIO,2024-Q2,12.0,Italy
PERCENTAGE,IT,LAZIO,2024-Q3,10.8,Italy
PERCENTAGE,IT,LAZIO,2024-Q4,10.1,Italy
PERCENTAGE,IT,LAZIO,2025-Q1,10.4,Italy
PERCENTAGE,IT,LAZIO,2025-Q2,12.4,Italy
PERCENTAGE,LI,LIECHTENSTEIN,2023-Q4,15.7,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q1,15.0,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q2,13.4,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q3,14.2,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q4,13.7,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2025-Q1,12.9,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2025-Q2,11.7,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2023-Q4,16.3,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q1,15.9,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q2,14.6,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q3,15.2,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2024-Q4,14.2,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2025-Q1,13.5,Liechtenstein
PERCENTAGE,LI,LIECHTENSTEIN,2025-Q2,12.3,Liechtenstein
PERCENTAGE,LT,LITHUANIA,2019-Q4,14.8,Lithuania
PERCENTAGE,LT,LITHUANIA,2020-Q1,15.4,Lithuania
PERCENTAGE,LT,LITHUANIA,2020-Q2,14.9,Lithuania
PERCENTAGE,LT,LITHUANIA,2020-Q3,13.4,Lithuania
PERCENTAGE,LT,LITHUANIA,2020-Q4,12.8,Lithuania
PERCENTAGE,LT,LITHUANIA,2021-Q1,12.6,Lithuania
PERCENTAGE,LT,LITHUANIA,2021-Q2,11.9,Lithuania
PERCENTAGE,LT,LITHUANIA,2021-Q3,11.7,Lithuania
PERCENTAGE,LT,LITHUANIA,2021-Q4,11.5,Lithuania
PERCENTAGE,LT,LITHUANIA,2022-Q1,10.6,Lithuania
PERCENTAGE,LT,LITHUANIA,2022-Q2,10.4,Lithuania
PERCENTAGE,LT,LITHUANIA,2022-Q3,10.3,Lithuania
PERCENTAGE,LT,LITHUANIA,2022-Q4,11.0,Lithuania
PERCENTAGE,LT,LITHUANIA,2023-Q1,11.4,Lithuania
PERCENTAGE,LT,LITHUANIA,2023-Q2,12.0,Lithuania
PERCENTAGE,LT,LITHUANIA,2023-Q3,12.0,Lithuania
PERCENTAGE,LT,LITHUANIA,2023-Q4,11.8,Lithuania
PERCENTAGE,LT,LITHUANIA,2024-Q1,12.0,Lithuania
PERCENTAGE,LT,LITHUANIA,2024-Q2,12.2,Lithuania
PERCENTAGE,LT,LITHUANIA,2024-Q3,12.4,Lithuania
PERCENTAGE,LT,LITHUANIA,2024-Q4,12.2,Lithuania
PERCENTAGE,LT,LITHUANIA,2025-Q1,11.9,Lithuania
PERCENTAGE,LT,LITHUANIA,2025-Q2,11.0,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2019-Q4,19.7,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2020-Q1,20.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2020-Q2,20.2,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2020-Q3,19.8,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2020-Q4,19.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2021-Q1,19.2,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2021-Q2,17.6,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2021-Q3,16.0,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2021-Q4,14.8,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2022-Q1,13.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2022-Q2,12.9,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2022-Q3,12.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2022-Q4,13.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2023-Q1,13.6,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2023-Q2,14.2,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2023-Q3,14.2,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2023-Q4,14.0,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2024-Q1,14.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2024-Q2,14.5,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2024-Q3,14.9,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2024-Q4,14.6,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2025-Q1,14.3,Lithuania
PERCENTAGE,LT,SOSTINĖS REGIONAS,2025-Q2,13.4,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2019-Q4,9.6,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2020-Q1,9.7,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2020-Q2,9.3,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2020-Q3,8.2,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2020-Q4,8.2,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2021-Q1,8.5,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2021-Q2,8.4,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2021-Q3,8.2,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2021-Q4,8.0,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2022-Q1,7.3,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2022-Q2,8.0,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2022-Q3,8.3,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2022-Q4,8.7,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2023-Q1,8.5,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2023-Q2,8.4,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2023-Q3,8.0,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2023-Q4,7.9,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2024-Q1,8.4,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2024-Q2,8.8,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2024-Q3,8.7,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2024-Q4,8.5,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2025-Q1,7.8,Lithuania
PERCENTAGE,LT,VIDURIO IR VAKARŲ LIETUVOS REGIONAS,2025-Q2,7.0,Lithuania
PERCENTAGE,LU,LUXEMBOURG,2019-Q4,19.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q1,19.2,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q2,18.0,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q3,18.8,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q4,19.5,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q1,19.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q2,18.0,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q3,19.0,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q4,17.9,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q1,18.6,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q2,18.9,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q3,19.1,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q4,19.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q1,18.6,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q2,17.5,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q3,16.7,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q4,16.6,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q1,16.7,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q2,18.2,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q3,18.5,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q4,18.6,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2025-Q1,18.3,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2025-Q2,16.8,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2019-Q4,19.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q1,19.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q2,18.5,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q3,19.1,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2020-Q4,19.6,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q1,19.3,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q2,18.8,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q3,19.2,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2021-Q4,17.7,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q1,18.1,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q2,18.8,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q3,19.1,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2022-Q4,19.3,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q1,18.5,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q2,17.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q3,16.7,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2023-Q4,16.6,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q1,16.7,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q2,18.1,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q3,18.4,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2024-Q4,18.5,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2025-Q1,18.3,Luxembourg
PERCENTAGE,LU,LUXEMBOURG,2025-Q2,16.8,Luxembourg
PERCENTAGE,LV,LATVIA,2019-Q4,7.9,Latvia
PERCENTAGE,LV,LATVIA,2020-Q1,10.1,Latvia
PERCENTAGE,LV,LATVIA,2020-Q2,10.3,Latvia
PERCENTAGE,LV,LATVIA,2020-Q3,10.4,Latvia
PERCENTAGE,LV,LATVIA,2020-Q4,10.7,Latvia
PERCENTAGE,LV,LATVIA,2021-Q1,10.1,Latvia
PERCENTAGE,LV,LATVIA,2021-Q2,9.7,Latvia
PERCENTAGE,LV,LATVIA,2021-Q3,9.2,Latvia
PERCENTAGE,LV,LATVIA,2021-Q4,8.6,Latvia
PERCENTAGE,LV,LATVIA,2022-Q1,8.8,Latvia
PERCENTAGE,LV,LATVIA,2022-Q2,8.3,Latvia
PERCENTAGE,LV,LATVIA,2022-Q3,8.0,Latvia
PERCENTAGE,LV,LATVIA,2022-Q4,7.7,Latvia
PERCENTAGE,LV,LATVIA,2023-Q1,6.8,Latvia
PERCENTAGE,LV,LATVIA,2023-Q2,6.5,Latvia
PERCENTAGE,LV,LATVIA,2023-Q3,6.4,Latvia
PERCENTAGE,LV,LATVIA,2023-Q4,6.4,Latvia
PERCENTAGE,LV,LATVIA,2024-Q1,6.8,Latvia
PERCENTAGE,LV,LATVIA,2024-Q2,6.7,Latvia
PERCENTAGE,LV,LATVIA,2024-Q3,6.4,Latvia
PERCENTAGE,LV,LATVIA,2024-Q4,6.3,Latvia
PERCENTAGE,LV,LATVIA,2025-Q1,6.0,Latvia
PERCENTAGE,LV,LATVIA,2025-Q2,6.1,Latvia
PERCENTAGE,LV,LATVIJA,2019-Q4,8.5,Latvia
PERCENTAGE,LV,LATVIJA,2020-Q1,9.8,Latvia
PERCENTAGE,LV,LATVIJA,2020-Q2,10.0,Latvia
PERCENTAGE,LV,LATVIJA,2020-Q3,10.0,Latvia
PERCENTAGE,LV,LATVIJA,2020-Q4,10.3,Latvia
PERCENTAGE,LV,LATVIJA,2021-Q1,9.6,Latvia
PERCENTAGE,LV,LATVIJA,2021-Q2,8.9,Latvia
PERCENTAGE,LV,LATVIJA,2021-Q3,8.2,Latvia
PERCENTAGE,LV,LATVIJA,2021-Q4,7.6,Latvia
PERCENTAGE,LV,LATVIJA,2022-Q1,8.4,Latvia
PERCENTAGE,LV,LATVIJA,2022-Q2,8.0,Latvia
PERCENTAGE,LV,LATVIJA,2022-Q3,7.8,Latvia
PERCENTAGE,LV,LATVIJA,2022-Q4,7.5,Latvia
PERCENTAGE,LV,LATVIJA,2023-Q1,6.6,Latvia
PERCENTAGE,LV,LATVIJA,2023-Q2,6.4,Latvia
PERCENTAGE,LV,LATVIJA,2023-Q3,6.3,Latvia
PERCENTAGE,LV,LATVIJA,2023-Q4,6.3,Latvia
PERCENTAGE,LV,LATVIJA,2024-Q1,6.7,Latvia
PERCENTAGE,LV,LATVIJA,2024-Q2,6.6,Latvia
PERCENTAGE,LV,LATVIJA,2024-Q3,6.3,Latvia
PERCENTAGE,LV,LATVIJA,2024-Q4,6.3,Latvia
PERCENTAGE,LV,LATVIJA,2025-Q1,5.9,Latvia
PERCENTAGE,LV,LATVIJA,2025-Q2,6.1,Latvia
PERCENTAGE,MT,MALTA,2019-Q4,10.7,Malta
PERCENTAGE,MT,MALTA,2020-Q1,13.6,Malta
PERCENTAGE,MT,MALTA,2020-Q2,14.2,Malta
PERCENTAGE,MT,MALTA,2020-Q3,15.7,Malta
PERCENTAGE,MT,MALTA,2020-Q4,14.0,Malta
PERCENTAGE,MT,MALTA,2021-Q1,13.5,Malta
PERCENTAGE,MT,MALTA,2021-Q2,12.8,Malta
PERCENTAGE,MT,MALTA,2021-Q3,15.3,Malta
PERCENTAGE,MT,MALTA,2021-Q4,14.2,Malta
PERCENTAGE,MT,MALTA,2022-Q1,13.6,Malta
PERCENTAGE,MT,MALTA,2022-Q2,13.6,Malta
PERCENTAGE,MT,MALTA,2022-Q3,13.3,Malta
PERCENTAGE,MT,MALTA,2022-Q4,13.2,Malta
