unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2023-Q2,7.2
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2023-Q3,7.1
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2023-Q4,7.0
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2024-Q1,6.5
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2024-Q2,6.1
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2024-Q3,5.5
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2024-Q4,5.4
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2025-Q1,5.7
PERCENTAGE,BE25,PROV. WEST-VLAANDEREN,2025-Q2,5.7
PERCENTAGE,BE31,PROV. BRABANT WALLON,2019-Q4,7.2
PERCENTAGE,BE31,PROV. BRABANT WALLON,2020-Q1,8.4
PERCENTAGE,BE31,PROV. BRABANT WALLON,2020-Q2,8.7
PERCENTAGE,BE31,PROV. BRABANT WALLON,2020-Q3,8.5
PERCENTAGE,BE31,PROV. BRABANT WALLON,2020-Q4,8.6
PERCENTAGE,BE31,PROV. BRABANT WALLON,2021-Q1,8.6
PERCENTAGE,BE31,PROV. BRABANT WALLON,2021-Q2,8.7
PERCENTAGE,BE31,PROV. BRABANT WALLON,2021-Q3,8.6
PERCENTAGE,BE31,PROV. BRABANT WALLON,2021-Q4,8.0
PERCENTAGE,BE31,PROV. BRABANT WALLON,2022-Q1,7.9
PERCENTAGE,BE31,PROV. BRABANT WALLON,2022-Q2,7.3
PERCENTAGE,BE31,PROV. BRABANT WALLON,2022-Q3,7.0
PERCENTAGE,BE31,PROV. BRABANT WALLON,2022-Q4,7.1
PERCENTAGE,BE31,PROV. BRABANT WALLON,2023-Q1,7.1
PERCENTAGE,BE31,PROV. BRABANT WALLON,2023-Q2,7.2
PERCENTAGE,BE31,PROV. BRABANT WALLON,2023-Q3,7.2
PERCENTAGE,BE31,PROV. BRABANT WALLON,2023-Q4,6.5
PERCENTAGE,BE31,PROV. BRABANT WALLON,2024-Q1,5.8
PERCENTAGE,BE31,PROV. BRABANT WALLON,2024-Q2,5.1
PERCENTAGE,BE31,PROV. BRABANT WALLON,2024-Q3,4.2
PERCENTAGE,BE31,PROV. BRABANT WALLON,2024-Q4,4.2
PERCENTAGE,BE31,PROV. BRABANT WALLON,2025-Q1,4.6
PERCENTAGE,BE31,PROV. BRABANT WALLON,2025-Q2,4.2
PERCENTAGE,BE32,PROV. HAINAUT,2019-Q4,7.8
PERCENTAGE,BE32,PROV. HAINAUT,2020-Q1,9.0
PERCENTAGE,BE32,PROV. HAINAUT,2020-Q2,9.1
PERCENTAGE,BE32,PROV. HAINAUT,2020-Q3,9.2
PERCENTAGE,BE32,PROV. HAINAUT,2020-Q4,10.5
PERCENTAGE,BE32,PROV. HAINAUT,2021-Q1,12.4
PERCENTAGE,BE32,PROV. HAINAUT,2021-Q2,14.3
PERCENTAGE,BE32,PROV. HAINAUT,2021-Q3,13.6
PERCENTAGE,BE32,PROV. HAINAUT,2021-Q4,12.9
PERCENTAGE,BE32,PROV. HAINAUT,2022-Q1,12.1
PERCENTAGE,BE32,PROV. HAINAUT,2022-Q2,10.5
PERCENTAGE,BE32,PROV. HAINAUT,2022-Q3,10.4
PERCENTAGE,BE32,PROV. HAINAUT,2022-Q4,10.5
PERCENTAGE,BE32,PROV. HAINAUT,2023-Q1,10.6
PERCENTAGE,BE32,PROV. HAINAUT,2023-Q2,10.7
PERCENTAGE,BE32,PROV. HAINAUT,2023-Q3,10.7
PERCENTAGE,BE32,PROV. HAINAUT,2023-Q4,10.7
PERCENTAGE,BE32,PROV. HAINAUT,2024-Q1,10.4
PERCENTAGE,BE32,PROV. HAINAUT,2024-Q2,10.2
PERCENTAGE,BE32,PROV. HAINAUT,2024-Q3,10.0
PERCENTAGE,BE32,PROV. HAINAUT,2024-Q4,9.5
PERCENTAGE,BE32,PROV. HAINAUT,2025-Q1,9.7
PERCENTAGE,BE32,PROV. HAINAUT,2025-Q2,9.9
PERCENTAGE,BE33,PROV. LIÈGE,2019-Q4,5.7
PERCENTAGE,BE33,PROV. LIÈGE,2020-Q1,6.2
PERCENTAGE,BE33,PROV. LIÈGE,2020-Q2,6.7
PERCENTAGE,BE33,PROV. LIÈGE,2020-Q3,6.8
PERCENTAGE,BE33,PROV. LIÈGE,2020-Q4,7.0
PERCENTAGE,BE33,PROV. LIÈGE,2021-Q1,7.1
PERCENTAGE,BE33,PROV. LIÈGE,2021-Q2,8.1
PERCENTAGE,BE33,PROV. LIÈGE,2021-Q3,8.2
PERCENTAGE,BE33,PROV. LIÈGE,2021-Q4,8.0
PERCENTAGE,BE33,PROV. LIÈGE,2022-Q1,7.5
PERCENTAGE,BE33,PROV. LIÈGE,2022-Q2,6.1
PERCENTAGE,BE33,PROV. LIÈGE,2022-Q3,5.7
PERCENTAGE,BE33,PROV. LIÈGE,2022-Q4,5.7
PERCENTAGE,BE33,PROV. LIÈGE,2023-Q1,6.0
PERCENTAGE,BE33,PROV. LIÈGE,2023-Q2,6.3
PERCENTAGE,BE33,PROV. LIÈGE,2023-Q3,6.3
PERCENTAGE,BE33,PROV. LIÈGE,2023-Q4,6.0
PERCENTAGE,BE33,PROV. LIÈGE,2024-Q1,5.7
PERCENTAGE,BE33,PROV. LIÈGE,2024-Q2,5.5
PERCENTAGE,BE33,PROV. LIÈGE,2024-Q3,5.1
PERCENTAGE,BE33,PROV. LIÈGE,2024-Q4,4.9
PERCENTAGE,BE33,PROV. LIÈGE,2025-Q1,4.9
PERCENTAGE,BE33,PROV. LIÈGE,2025-Q2,4.9
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2020-Q1,0.8
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2020-Q2,2.1
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2020-Q3,2.6
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2020-Q4,2.5
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2021-Q1,2.7
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2021-Q2,2.4
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2021-Q3,2.5
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2021-Q4,5.0
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2022-Q1,5.0
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2022-Q2,3.9
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2022-Q3,3.2
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2022-Q4,3.7
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2023-Q1,2.7
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2023-Q2,5.8
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2023-Q3,7.5
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2023-Q4,6.1
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2024-Q1,6.2
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2024-Q2,4.9
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2024-Q3,3.4
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2024-Q4,3.9
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2025-Q1,4.5
PERCENTAGE,BE34,PROV. LUXEMBOURG (BE),2025-Q2,4.7
PERCENTAGE,BE35,PROV. NAMUR,2019-Q4,4.5
PERCENTAGE,BE35,PROV. NAMUR,2020-Q1,4.6
PERCENTAGE,BE35,PROV. NAMUR,2020-Q2,4.8
PERCENTAGE,BE35,PROV. NAMUR,2020-Q3,5.0
PERCENTAGE,BE35,PROV. NAMUR,2020-Q4,5.0
PERCENTAGE,BE35,PROV. NAMUR,2021-Q1,5.4
PERCENTAGE,BE35,PROV. NAMUR,2021-Q2,5.3
PERCENTAGE,BE35,PROV. NAMUR,2021-Q3,5.1
PERCENTAGE,BE35,PROV. NAMUR,2021-Q4,5.3
PERCENTAGE,BE35,PROV. NAMUR,2022-Q1,4.6
PERCENTAGE,BE35,PROV. NAMUR,2022-Q2,4.3
PERCENTAGE,BE35,PROV. NAMUR,2022-Q3,4.3
PERCENTAGE,BE35,PROV. NAMUR,2022-Q4,3.9
PERCENTAGE,BE35,PROV. NAMUR,2023-Q1,4.5
PERCENTAGE,BE35,PROV. NAMUR,2023-Q2,4.8
PERCENTAGE,BE35,PROV. NAMUR,2023-Q3,5.0
PERCENTAGE,BE35,PROV. NAMUR,2023-Q4,5.4
PERCENTAGE,BE35,PROV. NAMUR,2024-Q1,5.4
PERCENTAGE,BE35,PROV. NAMUR,2024-Q2,5.2
PERCENTAGE,BE35,PROV. NAMUR,2024-Q3,5.0
PERCENTAGE,BE35,PROV. NAMUR,2024-Q4,4.5
PERCENTAGE,BE35,PROV. NAMUR,2025-Q1,4.2
PERCENTAGE,BE35,PROV. NAMUR,2025-Q2,4.3
PERCENTAGE,BG,BULGARIA,2019-Q4,13.2
PERCENTAGE,BG,BULGARIA,2020-Q1,13.5
PERCENTAGE,BG,BULGARIA,2020-Q2,13.0
PERCENTAGE,BG,BULGARIA,2020-Q3,13.2
PERCENTAGE,BG,BULGARIA,2020-Q4,13.4
PERCENTAGE,BG,BULGARIA,2021-Q1,13.8
PERCENTAGE,BG,BULGARIA,2021-Q2,13.8
PERCENTAGE,BG,BULGARIA,2021-Q3,14.6
PERCENTAGE,BG,BULGARIA,2021-Q4,14.9
PERCENTAGE,BG,BULGARIA,2022-Q1,15.3
PERCENTAGE,BG,BULGARIA,2022-Q2,15.8
PERCENTAGE,BG,BULGARIA,2022-Q3,15.9
PERCENTAGE,BG,BULGARIA,2022-Q4,15.3
PERCENTAGE,BG,BULGARIA,2023-Q1,14.3
PERCENTAGE,BG,BULGARIA,2023-Q2,14.0
PERCENTAGE,BG,BULGARIA,2023-Q3,13.3
PERCENTAGE,BG,BULGARIA,2023-Q4,12.2
PERCENTAGE,BG,BULGARIA,2024-Q1,11.6
PERCENTAGE,BG,BULGARIA,2024-Q2,10.8
PERCENTAGE,BG,BULGARIA,2024-Q3,10.1
PERCENTAGE,BG,BULGARIA,2024-Q4,9.9
PERCENTAGE,BG,BULGARIA,2025-Q1,9.8
PERCENTAGE,BG,BULGARIA,2025-Q2,9.6
PERCENTAGE,BG31,SEVEROZAPADEN,2019-Q4,5.8
PERCENTAGE,BG31,SEVEROZAPADEN,2020-Q1,5.9
PERCENTAGE,BG31,SEVEROZAPADEN,2020-Q2,6.2
PERCENTAGE,BG31,SEVEROZAPADEN,2020-Q3,6.2
PERCENTAGE,BG31,SEVEROZAPADEN,2020-Q4,6.2
PERCENTAGE,BG31,SEVEROZAPADEN,2021-Q1,7.1
PERCENTAGE,BG31,SEVEROZAPADEN,2021-Q2,6.6
PERCENTAGE,BG31,SEVEROZAPADEN,2021-Q3,6.6
PERCENTAGE,BG31,SEVEROZAPADEN,2021-Q4,6.4
PERCENTAGE,BG31,SEVEROZAPADEN,2022-Q1,6.1
PERCENTAGE,BG31,SEVEROZAPADEN,2022-Q2,6.2
PERCENTAGE,BG31,SEVEROZAPADEN,2022-Q3,5.9
PERCENTAGE,BG31,SEVEROZAPADEN,2022-Q4,6.0
PERCENTAGE,BG31,SEVEROZAPADEN,2023-Q1,5.8
PERCENTAGE,BG31,SEVEROZAPADEN,2023-Q2,6.0
PERCENTAGE,BG31,SEVEROZAPADEN,2023-Q3,5.1
PERCENTAGE,BG31,SEVEROZAPADEN,2023-Q4,4.4
PERCENTAGE,BG31,SEVEROZAPADEN,2024-Q1,3.7
PERCENTAGE,BG31,SEVEROZAPADEN,2024-Q2,3.5
PERCENTAGE,BG31,SEVEROZAPADEN,2024-Q3,3.5
PERCENTAGE,BG31,SEVEROZAPADEN,2024-Q4,4.9
PERCENTAGE,BG31,SEVEROZAPADEN,2025-Q1,6.4
PERCENTAGE,BG31,SEVEROZAPADEN,2025-Q2,7.0
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2019-Q4,5.8
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2020-Q1,5.4
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2020-Q2,8.3
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2020-Q3,8.6
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2020-Q4,9.2
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2021-Q1,9.9
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2021-Q2,8.9
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2021-Q3,9.8
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2021-Q4,10.2
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2022-Q1,10.1
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2022-Q2,9.2
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2022-Q3,8.7
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2022-Q4,7.3
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2023-Q1,6.5
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2023-Q2,7.2
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2023-Q3,6.8
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2023-Q4,5.8
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2024-Q1,5.4
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2024-Q2,4.8
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2024-Q3,5.2
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2024-Q4,6.7
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2025-Q1,9.0
PERCENTAGE,BG32,SEVEREN TSENTRALEN,2025-Q2,10.1
PERCENTAGE,BG33,SEVEROIZTOCHEN,2019-Q4,8.5
PERCENTAGE,BG33,SEVEROIZTOCHEN,2020-Q1,8.7
PERCENTAGE,BG33,SEVEROIZTOCHEN,2020-Q2,6.3
PERCENTAGE,BG33,SEVEROIZTOCHEN,2020-Q3,9.7
PERCENTAGE,BG33,SEVEROIZTOCHEN,2020-Q4,10.0
PERCENTAGE,BG33,SEVEROIZTOCHEN,2021-Q1,10.6
PERCENTAGE,BG33,SEVEROIZTOCHEN,2021-Q2,10.0
PERCENTAGE,BG33,SEVEROIZTOCHEN,2021-Q3,9.8
PERCENTAGE,BG33,SEVEROIZTOCHEN,2021-Q4,10.3
PERCENTAGE,BG33,SEVEROIZTOCHEN,2022-Q1,10.6
PERCENTAGE,BG33,SEVEROIZTOCHEN,2022-Q2,11.2
PERCENTAGE,BG33,SEVEROIZTOCHEN,2022-Q3,12.0
PERCENTAGE,BG33,SEVEROIZTOCHEN,2022-Q4,11.2
PERCENTAGE,BG33,SEVEROIZTOCHEN,2023-Q1,10.0
PERCENTAGE,BG33,SEVEROIZTOCHEN,2023-Q2,9.5
PERCENTAGE,BG33,SEVEROIZTOCHEN,2023-Q3,8.4
PERCENTAGE,BG33,SEVEROIZTOCHEN,2023-Q4,7.1
PERCENTAGE,BG33,SEVEROIZTOCHEN,2024-Q1,6.7
PERCENTAGE,BG33,SEVEROIZTOCHEN,2024-Q2,5.7
PERCENTAGE,BG33,SEVEROIZTOCHEN,2024-Q3,5.5
PERCENTAGE,BG33,SEVEROIZTOCHEN,2024-Q4,6.3
PERCENTAGE,BG33,SEVEROIZTOCHEN,2025-Q1,9.0
PERCENTAGE,BG33,SEVEROIZTOCHEN,2025-Q2,7.8
PERCENTAGE,BG34,YUGOIZTOCHEN,2019-Q4,3.7
PERCENTAGE,BG34,YUGOIZTOCHEN,2020-Q1,5.3
PERCENTAGE,BG34,YUGOIZTOCHEN,2020-Q2,6.1
PERCENTAGE,BG34,YUGOIZTOCHEN,2020-Q3,5.8
PERCENTAGE,BG34,YUGOIZTOCHEN,2020-Q4,5.9
PERCENTAGE,BG34,YUGOIZTOCHEN,2021-Q1,6.4
PERCENTAGE,BG34,YUGOIZTOCHEN,2021-Q2,6.0
PERCENTAGE,BG34,YUGOIZTOCHEN,2021-Q3,8.5
PERCENTAGE,BG34,YUGOIZTOCHEN,2021-Q4,9.6
PERCENTAGE,BG34,YUGOIZTOCHEN,2022-Q1,10.0
PERCENTAGE,BG34,YUGOIZTOCHEN,2022-Q2,10.9
PERCENTAGE,BG34,YUGOIZTOCHEN,2022-Q3,9.2
PERCENTAGE,BG34,YUGOIZTOCHEN,2022-Q4,7.0
PERCENTAGE,BG34,YUGOIZTOCHEN,2023-Q1,6.8
PERCENTAGE,BG34,YUGOIZTOCHEN,2023-Q2,6.5
PERCENTAGE,BG34,YUGOIZTOCHEN,2023-Q3,6.0
PERCENTAGE,BG34,YUGOIZTOCHEN,2023-Q4,5.7
PERCENTAGE,BG34,YUGOIZTOCHEN,2024-Q1,5.7
PERCENTAGE,BG34,YUGOIZTOCHEN,2024-Q2,5.8
PERCENTAGE,BG34,YUGOIZTOCHEN,2024-Q3,6.3
PERCENTAGE,BG34,YUGOIZTOCHEN,2024-Q4,6.7
PERCENTAGE,BG34,YUGOIZTOCHEN,2025-Q1,6.5
PERCENTAGE,BG34,YUGOIZTOCHEN,2025-Q2,6.2
PERCENTAGE,BG41,YUGOZAPADEN,2019-Q4,17.7
PERCENTAGE,BG41,YUGOZAPADEN,2020-Q1,17.8
PERCENTAGE,BG41,YUGOZAPADEN,2020-Q2,17.1
PERCENTAGE,BG41,YUGOZAPADEN,2020-Q3,16.6
PERCENTAGE,BG41,YUGOZAPADEN,2020-Q4,17.0
PERCENTAGE,BG41,YUGOZAPADEN,2021-Q1,17.2
PERCENTAGE,BG41,YUGOZAPADEN,2021-Q2,17.6
PERCENTAGE,BG41,YUGOZAPADEN,2021-Q3,18.2
PERCENTAGE,BG41,YUGOZAPADEN,2021-Q4,18.6
PERCENTAGE,BG41,YUGOZAPADEN,2022-Q1,19.4
PERCENTAGE,BG41,YUGOZAPADEN,2022-Q2,19.6
PERCENTAGE,BG41,YUGOZAPADEN,2022-Q3,19.8
PERCENTAGE,BG41,YUGOZAPADEN,2022-Q4,19.1
PERCENTAGE,BG41,YUGOZAPADEN,2023-Q1,17.8
PERCENTAGE,BG41,YUGOZAPADEN,2023-Q2,17.5
PERCENTAGE,BG41,YUGOZAPADEN,2023-Q3,17.0
PERCENTAGE,BG41,YUGOZAPADEN,2023-Q4,16.0
PERCENTAGE,BG41,YUGOZAPADEN,2024-Q1,15.4
PERCENTAGE,BG41,YUGOZAPADEN,2024-Q2,14.5
PERCENTAGE,BG41,YUGOZAPADEN,2024-Q3,13.2
PERCENTAGE,BG41,YUGOZAPADEN,2024-Q4,12.2
PERCENTAGE,BG41,YUGOZAPADEN,2025-Q1,11.0
PERCENTAGE,BG41,YUGOZAPADEN,2025-Q2,10.9
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2019-Q4,8.0
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2020-Q1,8.2
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2020-Q2,7.9
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2020-Q3,9.1
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2020-Q4,9.1
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2021-Q1,9.6
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2021-Q2,9.4
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2021-Q3,9.5
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2021-Q4,9.5
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2022-Q1,9.3
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2022-Q2,9.9
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2022-Q3,9.8
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2022-Q4,9.6
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2023-Q1,8.9
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2023-Q2,8.3
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2023-Q3,8.0
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2023-Q4,7.6
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2024-Q1,7.5
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2024-Q2,7.4
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2024-Q3,7.4
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2024-Q4,7.5
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2025-Q1,7.0
PERCENTAGE,BG42,YUZHEN TSENTRALEN,2025-Q2,7.3
PERCENTAGE,CH,SWITZERLAND,2023-Q4,13.4
PERCENTAGE,CH,SWITZERLAND,2024-Q1,13.3
PERCENTAGE,CH,SWITZERLAND,2024-Q2,13.0
PERCENTAGE,CH,SWITZERLAND,2024-Q3,12.6
PERCENTAGE,CH,SWITZERLAND,2024-Q4,12.1
PERCENTAGE,CH,SWITZERLAND,2025-Q1,11.4
PERCENTAGE,CH,SWITZERLAND,2025-Q2,10.9
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2023-Q4,11.4
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2024-Q1,11.3
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2024-Q2,11.5
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2024-Q3,11.6
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2024-Q4,11.4
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2025-Q1,10.6
PERCENTAGE,CH01,RÉGION LÉMANIQUE,2025-Q2,9.7
PERCENTAGE,CH02,ESPACE MITTELLAND,2023-Q4,13.7
PERCENTAGE,CH02,ESPACE MITTELLAND,2024-Q1,13.4
PERCENTAGE,CH02,ESPACE MITTELLAND,2024-Q2,13.2
PERCENTAGE,CH02,ESPACE MITTELLAND,2024-Q3,13.1
PERCENTAGE,CH02,ESPACE MITTELLAND,2024-Q4,12.7
PERCENTAGE,CH02,ESPACE MITTELLAND,2025-Q1,12.2
PERCENTAGE,CH02,ESPACE MITTELLAND,2025-Q2,11.7
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2023-Q4,12.1
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2024-Q1,12.7
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2024-Q2,12.1
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2024-Q3,11.5
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2024-Q4,11.0
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2025-Q1,10.6
PERCENTAGE,CH03,NORDWESTSCHWEIZ,2025-Q2,10.3
PERCENTAGE,CH04,ZÜRICH,2023-Q4,17.7
PERCENTAGE,CH04,ZÜRICH,2024-Q1,16.8
PERCENTAGE,CH04,ZÜRICH,2024-Q2,16.1
PERCENTAGE,CH04,ZÜRICH,2024-Q3,15.5
PERCENTAGE,CH04,ZÜRICH,2024-Q4,14.7
PERCENTAGE,CH04,ZÜRICH,2025-Q1,14.1
PERCENTAGE,CH04,ZÜRICH,2025-Q2,13.7
PERCENTAGE,CH05,OSTSCHWEIZ,2023-Q4,8.6
PERCENTAGE,CH05,OSTSCHWEIZ,2024-Q1,10.0
PERCENTAGE,CH05,OSTSCHWEIZ,2024-Q2,9.6
PERCENTAGE,CH05,OSTSCHWEIZ,2024-Q3,9.1
PERCENTAGE,CH05,OSTSCHWEIZ,2024-Q4,8.6
PERCENTAGE,CH05,OSTSCHWEIZ,2025-Q1,8.0
PERCENTAGE,CH05,OSTSCHWEIZ,2025-Q2,7.7
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2023-Q4,13.3
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2024-Q1,12.7
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2024-Q2,11.9
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2024-Q3,11.3
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2024-Q4,10.9
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2025-Q1,10.5
PERCENTAGE,CH06,ZENTRALSCHWEIZ,2025-Q2,10.5
PERCENTAGE,CH07,TICINO,2023-Q4,13.3
PERCENTAGE,CH07,TICINO,2024-Q1,16.0
PERCENTAGE,CH07,TICINO,2024-Q2,16.3
PERCENTAGE,CH07,TICINO,2024-Q3,16.6
PERCENTAGE,CH07,TICINO,2024-Q4,18.0
PERCENTAGE,CH07,TICINO,2025-Q1,16.4
PERCENTAGE,CH07,TICINO,2025-Q2,14.4
PERCENTAGE,CY,CYPRUS,2019-Q4,13.3
PERCENTAGE,CY,CYPRUS,2020-Q1,16.3
PERCENTAGE,CY,CYPRUS,2020-Q2,16.7
PERCENTAGE,CY,CYPRUS,2020-Q3,18.0
PERCENTAGE,CY,CYPRUS,2020-Q4,17.9
PERCENTAGE,CY,CYPRUS,2021-Q1,17.8
PERCENTAGE,CY,CYPRUS,2021-Q2,15.6
PERCENTAGE,CY,CYPRUS,2021-Q3,15.5
PERCENTAGE,CY,CYPRUS,2021-Q4,15.3
PERCENTAGE,CY,CYPRUS,2022-Q1,15.1
PERCENTAGE,CY,CYPRUS,2022-Q2,14.4
PERCENTAGE,CY,CYPRUS,2022-Q3,14.2
PERCENTAGE,CY,CYPRUS,2022-Q4,14.3
PERCENTAGE,CY,CYPRUS,2023-Q1,14.3
PERCENTAGE,CY,CYPRUS,2023-Q2,14.5
PERCENTAGE,CY,CYPRUS,2023-Q3,14.4
PERCENTAGE,CY,CYPRUS,2023-Q4,14.0
PERCENTAGE,CY,CYPRUS,2024-Q1,14.3
PERCENTAGE,CY,CYPRUS,2024-Q2,14.0
PERCENTAGE,CY,CYPRUS,2024-Q3,13.5
PERCENTAGE,CY,CYPRUS,2024-Q4,12.9
PERCENTAGE,CY,CYPRUS,2025-Q1,12.4
PERCENTAGE,CY,CYPRUS,2025-Q2,12.1
PERCENTAGE,CY00,KÝPROS,2019-Q4,12.4
PERCENTAGE,CY00,KÝPROS,2020-Q1,16.8
PERCENTAGE,CY00,KÝPROS,2020-Q2,18.0
PERCENTAGE,CY00,KÝPROS,2020-Q3,17.9
PERCENTAGE,CY00,KÝPROS,2020-Q4,18.1
PERCENTAGE,CY00,KÝPROS,2021-Q1,18.3
PERCENTAGE,CY00,KÝPROS,2021-Q2,15.6
PERCENTAGE,CY00,KÝPROS,2021-Q3,15.0
PERCENTAGE,CY00,KÝPROS,2021-Q4,14.5
PERCENTAGE,CY00,KÝPROS,2022-Q1,14.2
PERCENTAGE,CY00,KÝPROS,2022-Q2,13.8
PERCENTAGE,CY00,KÝPROS,2022-Q3,13.9
PERCENTAGE,CY00,KÝPROS,2022-Q4,14.6
PERCENTAGE,CY00,KÝPROS,2023-Q1,14.8
PERCENTAGE,CY00,KÝPROS,2023-Q2,15.0
PERCENTAGE,CY00,KÝPROS,2023-Q3,14.8
PERCENTAGE,CY00,KÝPROS,2023-Q4,14.4
PERCENTAGE,CY00,KÝPROS,2024-Q1,14.4
PERCENTAGE,CY00,KÝPROS,2024-Q2,14.2
PERCENTAGE,CY00,KÝPROS,2024-Q3,13.6
PERCENTAGE,CY00,KÝPROS,2024-Q4,12.8
PERCENTAGE,CY00,KÝPROS,2025-Q1,12.4
PERCENTAGE,CY00,KÝPROS,2025-Q2,12.1
PERCENTAGE,CZ,CZECHIA,2019-Q4,6.0
PERCENTAGE,CZ,CZECHIA,2020-Q1,6.2
PERCENTAGE,CZ,CZECHIA,2020-Q2,6.2
PERCENTAGE,CZ,CZECHIA,2020-Q3,5.7
PERCENTAGE,CZ,CZECHIA,2020-Q4,5.7
PERCENTAGE,CZ,CZECHIA,2021-Q1,6.2
