job_title,employment_type,experience_level,salary,salary_currency,company_location,salary_in_usd,employee_residence,company_size,work_year,remote_type,role_category,salary_band,international_job
Data Engineer,FT,SE,125000,USD,Canada,125000,Canada,M,2023,Unknown,Data Engineer,Medium,False
Data Analyst,FT,SE,134000,USD,United States,134000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,120000,USD,United States,120000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,52800,EUR,EE,57007,EE,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,40800,EUR,EE,44051,EE,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,SE,258750,USD,United States,258750,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,172500,USD,United States,172500,United States,M,2023,Unknown,Data Engineer,High,False
Machine Learning Engineer,FT,SE,254000,USD,United States,254000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Applied Scientist,FT,SE,230000,USD,United States,230000,United States,M,2023,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,SE,196000,USD,United States,196000,United States,M,2023,Unknown,Data Scientist,Very High,False
BI Developer,FT,MI,128000,USD,United States,128000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
BI Developer,FT,MI,81500,USD,United States,81500,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,Executive,220000,USD,United States,220000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,155000,USD,United States,155000,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,109528,USD,United States,109528,United States,M,2023,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,MI,287500,USD,Australia,287500,Australia,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,MI,207500,USD,Australia,207500,Australia,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Analyst,FT,SE,134200,USD,United Kingdom,134200,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,103200,USD,United Kingdom,103200,United Kingdom,M,2023,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,SE,269500,USD,United States,269500,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,166600,USD,United States,166600,United States,M,2023,Unknown,ML / AI Engineer,High,False
Principal Data Scientist,FT,SE,160000,USD,United States,160000,United States,L,2023,Unknown,Data Scientist,High,False
Data Analyst,FT,SE,93919,USD,United States,93919,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Analyst,FT,SE,51962,USD,United States,51962,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Architect,FT,SE,180000,USD,United States,180000,United States,M,2023,Unknown,Data Architecture / Infrastructure,High,False
Data Architect,FT,SE,115000,USD,United States,115000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Medium,False
Data Analyst,FT,SE,186600,USD,United States,186600,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,119800,USD,United States,119800,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,SE,75000,USD,United States,75000,United States,M,2023,Unknown,Data Engineer,Low,False
Data Architect,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,Data Architecture / Infrastructure,Very High,False
Data Analyst,FT,SE,280000,USD,United States,280000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
ML Engineer,FT,SE,383910,USD,United States,383910,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
ML Engineer,FT,SE,315850,USD,United States,315850,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Data Scientist,FT,SE,235000,USD,United States,235000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,204000,USD,United States,204000,United States,M,2023,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,MI,198000,USD,United States,198000,United States,M,2023,Unknown,Data Scientist,Very High,False
Applied Scientist,FT,MI,132000,USD,United States,132000,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,MI,141600,USD,United States,141600,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,MI,94400,USD,United States,94400,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,209450,USD,United States,209450,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,167560,USD,United States,167560,United States,M,2023,Unknown,Data Scientist,High,False
Staff Machine Learning Engineer,FT,SE,185000,USD,United States,185000,United States,M,2021,Unknown,ML / AI Engineer,High,False
Staff Data Scientist,FT,SE,164000,USD,United States,164000,United States,M,2020,Unknown,Data Scientist,High,False
Data Engineer,FT,SE,122000,USD,United States,122000,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,EN,80000,USD,United States,80000,United States,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,EN,52500,USD,United States,52500,United States,M,2023,Unknown,Data Engineer,Low,False
Data Scientist,FT,SE,238000,USD,United States,238000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,149500,USD,United States,149500,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,258000,USD,United States,258000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Engineer,FT,SE,186600,USD,United States,186600,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,116500,USD,United States,116500,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Scientist,FT,SE,228000,USD,United States,228000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Engineer,FT,MI,50000,GBP,United Kingdom,61520,United Kingdom,M,2023,Unknown,Data Engineer,Low,False
Data Engineer,FT,MI,35000,GBP,United Kingdom,43064,United Kingdom,M,2023,Unknown,Data Engineer,Low,False
Applied Scientist,FT,SE,175000,USD,United States,175000,United States,M,2023,Unknown,Data Scientist,High,False
Applied Scientist,FT,SE,145000,USD,United States,145000,United States,M,2023,Unknown,Data Scientist,High,False
Data Analyst,FT,SE,195000,USD,United States,195000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,140000,USD,United States,140000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Research Scientist,FT,MI,220000,USD,United States,220000,United States,M,2023,Unknown,Research,Very High,False
Research Scientist,FT,MI,190000,USD,United States,190000,United States,M,2023,Unknown,Research,Very High,False
Machine Learning Engineer,FT,SE,105000,EUR,Germany,113366,Germany,L,2023,Unknown,ML / AI Engineer,Medium,False
Consultant Data Engineer,CT,SE,160000,CAD,Canada,118539,Canada,L,2023,Unknown,Data Engineer,Medium,False
Data Analyst,FT,MI,70000,GBP,United Kingdom,86128,United Kingdom,L,2023,Unknown,Data Analyst / BI,Low,False
BI Developer,FT,SE,167500,USD,United States,167500,United States,M,2023,Unknown,Data Analyst / BI,High,False
BI Developer,FT,SE,106500,USD,United States,106500,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,SE,146000,USD,United Kingdom,146000,United Kingdom,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,97400,USD,United Kingdom,97400,United Kingdom,M,2023,Unknown,ML / AI Engineer,Medium,False
Data Scientist,FT,SE,278700,USD,United States,278700,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,159300,USD,United States,159300,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,323300,USD,United States,323300,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,184700,USD,United States,184700,United States,M,2023,Unknown,Data Scientist,High,False
Data Analyst,FT,EN,55000,CAD,Canada,40747,Canada,L,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,SE,170000,USD,United States,170000,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,166364,USD,United States,166364,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,116455,USD,United States,116455,United States,M,2023,Unknown,Data Engineer,Medium,False
Business Intelligence Analyst,FT,SE,145000,USD,United States,145000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Business Intelligence Analyst,FT,SE,125000,USD,United States,125000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Engineer,FT,MI,76000,USD,United States,76000,United States,M,2023,Unknown,Data Engineer,Low,False
Data Analyst,FT,SE,131000,USD,United States,131000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Data Scientist,FT,SE,168000,USD,United States,168000,United States,M,2023,Unknown,Data Scientist,High,False
Machine Learning Engineer,FT,SE,250000,USD,United States,250000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,140000,USD,United States,140000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Data Engineer,FT,SE,145000,USD,United States,145000,United States,M,2023,Unknown,Data Engineer,High,False
Data Scientist,FT,SE,222000,USD,United States,222000,United States,M,2023,Unknown,Data Scientist,Very High,False
Data Scientist,FT,SE,166500,USD,United States,166500,United States,M,2023,Unknown,Data Scientist,High,False
Business Intelligence Developer,FT,SE,138000,USD,United States,138000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Business Intelligence Developer,FT,SE,67000,USD,United States,67000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Research Engineer,FT,SE,211200,USD,United States,211200,United States,M,2023,Unknown,Research,Very High,False
Research Engineer,FT,SE,176000,USD,United States,176000,United States,M,2023,Unknown,Research,High,False
Data Analyst,FT,SE,230000,USD,United States,230000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Data Analyst,FT,SE,135000,USD,United States,135000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Business Intelligence Analyst,FT,SE,200000,USD,United States,200000,United States,M,2023,Unknown,Data Analyst / BI,Very High,False
Business Intelligence Analyst,FT,SE,180000,USD,United States,180000,United States,M,2023,Unknown,Data Analyst / BI,High,False
BI Analyst,FT,SE,360000,TRY,TR,18381,TR,L,2023,Unknown,Data Analyst / BI,Low,False
Data Scientist,FT,SE,155000,USD,United States,155000,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,139500,USD,United States,139500,United States,M,2023,Unknown,Data Scientist,High,False
Research Scientist,FT,EN,120000,USD,United States,120000,United States,M,2023,Unknown,Research,Medium,False
Data Scientist,FT,Executive,126500,USD,United States,126500,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,Executive,78000,USD,United States,78000,United States,M,2023,Unknown,Data Scientist,Low,False
Data Scientist,FT,SE,157750,USD,United States,157750,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,104650,USD,United States,104650,United States,M,2023,Unknown,Data Scientist,Medium,False
Data Scientist,FT,SE,176000,USD,United States,176000,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,133000,USD,United States,133000,United States,M,2023,Unknown,Data Scientist,Medium,False
Machine Learning Specialist,FT,MI,70000,USD,FR,70000,FR,M,2023,Unknown,ML / AI Engineer,Low,False
Machine Learning Specialist,FT,MI,40000,USD,FR,40000,FR,M,2023,Unknown,ML / AI Engineer,Low,False
Research Scientist,FT,MI,158080,USD,United States,158080,United States,M,2023,Unknown,Research,High,False
Data Analyst,FT,SE,182000,USD,United States,182000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Analyst,FT,SE,150000,USD,United States,150000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Data Engineer,FT,SE,171250,USD,United States,171250,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,113750,USD,United States,113750,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Engineer,FT,SE,252000,USD,United States,252000,United States,M,2023,Unknown,Data Engineer,Very High,False
Data Engineer,FT,SE,129000,USD,United States,129000,United States,M,2023,Unknown,Data Engineer,Medium,False
Machine Learning Engineer,FT,SE,231000,USD,United States,231000,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,200800,USD,United States,200800,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Research Scientist,FT,EN,250800,USD,United States,250800,United States,M,2023,Unknown,Research,Very High,False
Research Scientist,FT,EN,167200,USD,United States,167200,United States,M,2023,Unknown,Research,High,False
Data Scientist,FT,SE,159100,USD,United States,159100,United States,M,2023,Unknown,Data Scientist,High,False
Data Scientist,FT,SE,120160,USD,United States,120160,United States,M,2023,Unknown,Data Scientist,Medium,False
Analytics Engineer,FT,SE,140000,USD,United States,140000,United States,M,2023,Unknown,Data Analyst / BI,High,False
Analytics Engineer,FT,SE,110000,USD,United States,110000,United States,M,2023,Unknown,Data Analyst / BI,Medium,False
Machine Learning Engineer,FT,MI,165000,USD,United States,165000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,MI,149094,USD,United States,149094,United States,M,2023,Unknown,ML / AI Engineer,High,False
Head of Data,FT,Executive,290000,USD,United States,290000,United States,L,2023,Unknown,Management,Very High,False
Data Engineer,FT,SE,175000,USD,United States,175000,United States,M,2023,Unknown,Data Engineer,High,False
Data Engineer,FT,SE,130000,USD,United States,130000,United States,M,2023,Unknown,Data Engineer,Medium,False
Data Analyst,FT,SE,85000,USD,United States,85000,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Analyst,FT,SE,72250,USD,United States,72250,United States,M,2023,Unknown,Data Analyst / BI,Low,False
Data Engineer,FT,Executive,162500,USD,United States,162500,United States,M,2023,Unknown,Data Engineer,High,False
Data Quality Engineer,FT,EN,22000,EUR,Portugal,23753,Portugal,L,2023,Unknown,Data Engineer,Low,False
Research Analyst,FT,SE,83000,USD,United States,83000,United States,M,2023,Unknown,Research,Low,False
Research Analyst,FT,SE,63967,USD,United States,63967,United States,M,2023,Unknown,Research,Low,False
Research Analyst,FT,SE,188600,USD,United States,188600,United States,M,2023,Unknown,Research,Very High,False
Research Analyst,FT,SE,111550,USD,United States,111550,United States,M,2023,Unknown,Research,Medium,False
Machine Learning Engineer,FT,SE,219300,USD,United States,219300,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,143000,USD,United States,143000,United States,M,2023,Unknown,ML / AI Engineer,High,False
Machine Learning Engineer,FT,SE,232200,USD,United States,232200,United States,M,2023,Unknown,ML / AI Engineer,Very High,False
Machine Learning Engineer,FT,SE,133300,USD,United States,133300,United States,M,2023,Unknown,ML / AI Engineer,Medium,False
